Data de Emissão;Data de Lançamento;Fornecedor;Descrição Material;Qtde.;Unidade;Preço Unitário (R$);Acréscimo (R$);Desconto (R$);Total (R$);Grupo do Material
03/01/2024;04/01/2024;FESTPAN ALIMENTOS IMP E EXP LTDA;Glucose;1,00;BD    ;134,52;0,00;0,00;134,52;Secos
03/01/2024;08/01/2024;LATICINIOS CATUPIRY LTDA;Cream cheese;12,00;CX    ;32,94;0,00;0,00;395,28;Refrigerados
03/01/2024;04/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Coco fino;2,00;UN    ;33,90;0,00;0,00;67,80;Secos
03/01/2024;04/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Suco de maracuja pro;6,00;UN    ;6,76;0,00;0,00;40,56;Secos
03/01/2024;05/01/2024;SITIO SOLIDAO PRODUTOS AGROPECUARIOS LTD;Queijo meia cura;4,07;KG    ;53,00;0,00;0,00;215,71;Embutidos
03/01/2024;04/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Queijo gorgonzola dolce s da;1,25;KG    ;102,85;0,00;0,00;128,56;Embalados
03/01/2024;04/01/2024;FESTPAN ALIMENTOS IMP E EXP LTDA;Forminha de Papel N. 0;2,00;PC    ;30,61;0,00;0,00;61,22;uso e consumo
03/01/2024;04/01/2024;Ambev;Soda Antarctica 350ml;12,00;FD    ;2,08;0,71;0,00;24,90;Refrigerantes
03/01/2024;04/01/2024;GOOD KARMA GRANOLA EIRELI - ME;Granola sem acucar;6,00;UN    ;23,07;0,00;0,00;138,42;Geleias e conservas
03/01/2024;04/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Queijo Camembert S das Antas;1,06;CX    ;100,63;0,00;0,00;106,67;Diversos
03/01/2024;04/01/2024;Lua do Oriente Industria e Comercio Eire;pao folha 6 und;20,00;UN    ;7,00;0,00;0,00;140,00;Biscoitos
03/01/2024;05/01/2024;DEA ARMOND GROSSO;Burrata Borghese pote;5,00;UN    ;16,15;0,00;0,00;80,75;Embalados
03/01/2024;04/01/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Baasic abac hort green 1l;1,00;UN    ;95,93;0,58;0,00;95,93;Sucos naturais
03/01/2024;06/01/2024;INDUSTRIA E COMERCIO DE LATICINIOS TROCO;Queijo padrao meia peça;20,00;KG    ;13,00;0,00;0,00;260,00;Diversos
03/01/2024;06/01/2024;INDUSTRIA E COMERCIO DE LATICINIOS TROCO;Queijo meia cura;8,00;KG    ;13,00;0,00;0,00;104,00;Diversos
03/01/2024;04/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Queijo brie serra das antas;2,90;KG    ;97,51;0,00;0,00;282,78;Hotisserie
03/01/2024;04/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Chabichou Paulo Capri 150gr;0,47;KG    ;146,93;0,00;0,00;69,06;Embutidos
03/01/2024;04/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Queijo Reblochon Serra das Ant;0,59;KG    ;101,07;0,00;0,00;59,63;Granel
03/01/2024;04/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Queijo Tallegio S An;0,81;KG    ;92,02;0,00;0,00;74,54;Granel
03/01/2024;08/01/2024;LATICINIOS CATUPIRY LTDA;Pao Queijo Catupiry;12,00;CX    ;13,93;0,00;0,00;167,16;Congelados
03/01/2024;04/01/2024;GOOD KARMA GRANOLA EIRELI - ME;Granola Choc Amma 27;1,00;UN    ;23,07;0,00;0,00;23,07;Geleias e conservas
03/01/2024;04/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Geleia Damasco Queen;8,00;CX    ;17,88;0,00;0,00;143,04;Geleias e conservas
03/01/2024;04/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Colorifico Coloral;1,00;UN    ;8,72;0,00;0,00;8,72;Secos
03/01/2024;04/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Massa Tapioca Granul;2,00;KG    ;5,86;0,00;0,00;11,72;Secos
03/01/2024;04/01/2024;FESTPAN ALIMENTOS IMP E EXP LTDA;Fecho Arame;1,00;PC    ;31,52;0,00;0,00;31,52;Embalagens
03/01/2024;04/01/2024;CENTRAL RJ COMERCIO DE EMBALAGENS LTDA E;Avental Peit c Bols;15,00;UN    ;21,31;0,00;0,00;319,69;uso e consumo
03/01/2024;04/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Queijo tipo grana frac;1,94;KG    ;124,58;0,00;0,00;241,69;Embalados
03/01/2024;04/01/2024;Ambev;Agua Tonica ant 350 ;24,00;UN    ;2,20;1,52;0,00;52,91;Refrigerantes
03/01/2024;05/01/2024;DEA ARMOND GROSSO;Mussarela de bufala ;5,75;KG    ;49,49;0,00;0,00;284,57;Granel
03/01/2024;04/01/2024;FESTPAN ALIMENTOS IMP E EXP LTDA;Manga onfeiteiro M;3,00;CX    ;44,92;0,00;0,00;134,75;Descartaveis
03/01/2024;04/01/2024;FESTPAN ALIMENTOS IMP E EXP LTDA;Forma marron bombom;2,00;PC    ;21,08;0,00;0,00;42,15;Descartaveis
03/01/2024;04/01/2024;CENTRAL RJ COMERCIO DE EMBALAGENS LTDA E;Pulverizador;5,00;UN    ;7,64;0,00;0,00;38,19;Higiena e Limpeza
03/01/2024;04/01/2024;GOOD KARMA GRANOLA EIRELI - ME;Granola sem gluten;4,00;UN    ;22,34;0,00;0,00;89,36;Diversos
03/01/2024;04/01/2024;UMEHARA ALIMENTOS LTDA;Laranja ;5,00;SC    ;51,00;0,00;0,00;255,00;Hortifruti
03/01/2024;04/01/2024;NOBREDO COMERCIO E LOGISTICA LTDA;Suco green p laran m;1,00;UN    ;36,20;0,21;0,00;36,20;Sucos Embalados
03/01/2024;04/01/2024;Hortifruti Genesis Ltda;Melancia ;1,00;KG    ;35,00;0,00;0,00;35,00;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Melancia ;1,00;KG    ;37,00;0,00;0,00;37,00;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Uva verde thompson;1,50;CX    ;19,50;0,00;0,00;29,25;Hortifruti
04/01/2024;06/01/2024;LIMPEZA PROFISSIONAL DISTRIBUIDORA LTDA;Alcool gel barrica;2,00;UN    ;123,00;0,00;0,00;246,00;Descartaveis
04/01/2024;04/01/2024;MISTERMIX DIST DE PROD ALIM LTDA;Creme de confeiteiro;2,00;UN    ;11,03;0,00;0,00;22,05;Secos
04/01/2024;05/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Maionese producao;6,00;UN    ;31,90;0,00;0,00;191,40;Secos
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Mamao papaya ;1,00;KG    ;75,00;0,00;0,00;75,00;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Mamao Formosa;2,00;UN    ;9,50;0,00;0,00;19,00;Hortifruti
04/01/2024;06/01/2024;LIMPEZA PROFISSIONAL DISTRIBUIDORA LTDA;Barbante;1,00;UN    ;27,72;0,00;0,00;27,72;uso e consumo
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Laranja ;4,00;SC    ;51,00;0,00;0,00;204,00;Hortifruti
04/01/2024;05/01/2024;LATICINIOS ALHAMBRA LTDA;Queijo Mascarpone;1,00;BD    ;179,15;0,00;0,00;179,15;Secos
04/01/2024;06/01/2024;LIMPEZA PROFISSIONAL DISTRIBUIDORA LTDA;Esponja dupla face;20,00;PC    ;2,41;0,00;0,00;48,20;Higiena e Limpeza
04/01/2024;06/01/2024;LIMPEZA PROFISSIONAL DISTRIBUIDORA LTDA;Fibraso limpeza;2,00;PC    ;22,47;0,00;0,00;44,94;Higiena e Limpeza
04/01/2024;06/01/2024;LIMPEZA PROFISSIONAL DISTRIBUIDORA LTDA;Luva desc plastica;10,00;PC    ;3,08;0,00;0,00;30,80;Higiena e Limpeza
04/01/2024;06/01/2024;LIMPEZA PROFISSIONAL DISTRIBUIDORA LTDA;Canudo;2,00;SC    ;17,10;0,00;0,00;34,20;Descartaveis
04/01/2024;08/01/2024;LATICINIOS PORTO ALEGRE IND E COM S/A;manteiga c/sal blc;1,00;UN    ;189,91;0,00;0,00;189,91;Refrigerados
04/01/2024;06/01/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Amanteig dolce vitta;4,00;UN    ;6,28;0,00;0,00;25,12;Biscoitos
04/01/2024;06/01/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Amanteig dolce vitta;2,00;UN    ;6,28;0,00;0,00;12,56;Biscoitos
04/01/2024;06/01/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Amanteig dolce vitta;6,00;UN    ;6,28;0,00;0,00;37,68;Biscoitos
04/01/2024;06/01/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Amanteig dolce vitta;4,00;UN    ;6,28;0,00;0,00;25,12;Biscoitos
04/01/2024;06/01/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Mentirinha Dolce vit;15,00;UN    ;6,05;0,00;0,00;90,75;Biscoitos
04/01/2024;06/01/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Chips dolce vitta;4,00;UN    ;5,85;0,00;0,00;23,40;Biscoitos
04/01/2024;06/01/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Chips dolce vitta;4,00;UN    ;5,85;0,00;0,00;23,40;Biscoitos
04/01/2024;06/01/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Chips dolce vitta;5,00;UN    ;5,85;0,00;0,00;29,25;Biscoitos
04/01/2024;12/01/2024;CONSERVAS SR LTDA ME;Palmito Pum Medalha ;5,00;CX    ;300,00;0,00;0,00;1.500,00;Hortifruti
04/01/2024;06/01/2024;LIMPEZA PROFISSIONAL DISTRIBUIDORA LTDA;Mexedor Drink;2,00;PC    ;15,63;0,00;0,00;31,26;Embalagens
04/01/2024;05/01/2024;LATICINIOS ALHAMBRA LTDA;Iogurte Natural 900m;6,00;UN    ;9,70;0,00;0,00;58,20;Refrigerados
04/01/2024;04/01/2024;MISTERMIX DIST DE PROD ALIM LTDA;Mist Pao Austral;3,00;SC    ;84,19;0,00;0,00;252,58;Secos
04/01/2024;06/01/2024;R2 INDUSTRIA E COMERCIO DE LATICINIOS LT;Queijo prato bola;8,00;KG    ;39,00;0,00;0,00;312,00;Granel
04/01/2024;05/01/2024;CASA DOS QUEIJOS;Queijo Gorgonzalo Pr;2,99;KG    ;52,80;0,00;0,00;157,61;Refrigerados
04/01/2024;06/01/2024;DOLCE VITTA DE FRIBURGO COM DE BISCOITOS;Amanteig dolce vitta;6,00;UN    ;6,28;0,00;0,00;37,68;Biscoitos
04/01/2024;08/01/2024;LATICINIOS PORTO ALEGRE IND E COM S/A;Creme leite fresc Pr;4,00;UN    ;75,28;0,00;0,00;301,12;Refrigerados
04/01/2024;08/01/2024;LATICINIOS PORTO ALEGRE IND E COM S/A;Queijo Minas Padrao Coalhadas;4,57;KG    ;45,15;0,00;0,00;206,34;Granel
04/01/2024;08/01/2024;LATICINIOS TIROLEZ LTDA;Queijo Prato Tirolez;20,61;KG    ;31,34;0,00;0,00;645,82;Granel
04/01/2024;05/01/2024;ELEONORA MAIA TAVARES LATICINIOS;Queijo Curado Guaruja;6,65;KG    ;59,00;0,00;0,00;392,35;Granel
04/01/2024;05/01/2024;QUEIJOS REGGALO COMERCIO DE ALIM. LTDA;Queijo maturado lua cheia;2,22;KG    ;97,95;0,00;0,00;217,45;Hotisserie
04/01/2024;05/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;farinha panco;10,00;UN    ;14,98;0,00;0,00;149,80;Secos
04/01/2024;05/01/2024;Acqua center;Agua prata c gas 1,27;1,00;FD    ;35,95;0,00;0,00;35,95;Aguas e Chas
04/01/2024;06/01/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA;Água de coco coco legal;36,00;FD    ;13,09;0,00;0,00;471,24;Aguas e Chas
04/01/2024;04/01/2024;MISTERMIX DIST DE PROD ALIM LTDA;Desmoldante galão;1,00;UN    ;170,12;0,00;0,00;170,12;utensilios
04/01/2024;05/01/2024;LATICINIOS ALHAMBRA LTDA;Creme de leite Past Ecila;12,00;UN    ;36,30;0,00;0,00;435,60;Laticinos
04/01/2024;08/01/2024;LATICINIOS TIROLEZ LTDA;Queijo muçalera Tirolez;47,38;KG    ;30,43;0,00;0,00;1.441,77;Granel
04/01/2024;05/01/2024;RAPHAELA AQUINO DE ABREU PRADO 137221477;so pacoca ;140,00;UN    ;3,47;0,00;0,00;485,10;Doces
04/01/2024;06/01/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA; laranja coco legal;12,00;FD    ;4,32;0,00;0,00;51,84;Sucos Embalados
04/01/2024;06/01/2024;LIMPEZA PROFISSIONAL DISTRIBUIDORA LTDA;Emb emp al 7,5x5,8x3;1,00;FD    ;93,13;0,00;0,00;93,13;Embalagens
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Morango;3,00;CX    ;50,00;0,00;0,00;150,00;Hortifruti
04/01/2024;05/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Catchup Producao;2,00;BB    ;22,25;0,00;0,00;44,50;Secos
04/01/2024;05/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Vinho Chalise Tinto Culinario;1,00;UN    ;64,90;0,00;0,00;64,90;Secos
04/01/2024;05/01/2024;Hortifruti Genesis Ltda;Abacaxi;3,00;UN    ;8,50;0,00;0,00;25,50;Hortifruti
04/01/2024;05/01/2024;Hortifruti Genesis Ltda;Abacate;8,00;UN    ;7,00;0,00;0,00;56,00;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Vagem francesa;5,00;UN    ;4,50;0,00;0,00;22,50;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Tomate salada;4,00;KG    ;7,75;0,00;0,00;31,00;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Tomate salada;1,00;KG    ;7,75;0,00;0,00;7,75;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Limao taiti;6,00;SC    ;2,99;0,00;0,00;17,94;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Limao taiti;2,00;SC    ;2,99;0,00;0,00;5,98;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Limao siciliano;3,00;KG    ;12,00;0,00;0,00;36,00;Hortifruti
04/01/2024;05/01/2024;Hortifruti Genesis Ltda;Tomate cereja;3,00;BJ    ;7,00;0,00;0,00;21,00;Hortifruti
04/01/2024;05/01/2024;Hortifruti Genesis Ltda;Mandioca;10,00;KG    ;3,99;0,00;0,00;39,90;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;3,00;KG    ;8,00;0,00;0,00;24,00;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;2,00;KG    ;8,00;0,00;0,00;16,00;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Beterraba;3,00;KG    ;5,65;0,00;0,00;16,95;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Cebola roxa;2,00;KG    ;7,90;0,00;0,00;15,80;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Berinjela;3,00;KG    ;3,00;0,00;0,00;9,00;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Ovo Branco Extra;1,00;CX    ;135,00;0,00;0,00;135,00;Hortifruti
04/01/2024;05/01/2024;A S Benevides Com. de Aves e Ovos - Me;Ovo Branco Extra;1,00;CX    ;138,00;0,00;0,00;138,00;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Manjericao;2,00;MC    ;2,85;0,00;0,00;5,70;Hortifruti
04/01/2024;05/01/2024;Hortifruti Genesis Ltda;Hortela;3,00;MC    ;1,49;0,00;0,00;4,47;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Coentro;2,00;MC    ;1,95;0,00;0,00;3,90;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Salvia;2,00;MC    ;2,75;0,00;0,00;5,50;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Rucula;5,00;MC    ;2,25;0,00;0,00;11,25;Hortifruti
04/01/2024;05/01/2024;Hortifruti Genesis Ltda;Salsa lisa;2,00;MC    ;3,49;0,00;0,00;6,98;Hortifruti
04/01/2024;05/01/2024;UMEHARA ALIMENTOS LTDA;Abobrinha italiana;4,00;KG    ;2,95;0,00;0,00;11,80;Hortifruti
04/01/2024;06/01/2024;MASSAS CARNEIRO LTDA;Massa de pastel carn;20,00;UN    ;7,50;0,00;0,00;150,00;Secos
04/01/2024;05/01/2024;Hortifruti Genesis Ltda;Agriao;1,00;UN    ;1,39;0,00;0,00;1,39;Hortifruti
04/01/2024;04/01/2024;MISTERMIX DIST DE PROD ALIM LTDA;Melhorador Arkady;3,00;FD    ;77,80;0,00;0,00;233,40;Secos
04/01/2024;06/01/2024;TUDO LEGAL INDUSTRIA E COMERCIO LTDA;Agua de Coco legal;36,00;UN    ;4,32;0,00;0,00;155,52;Sucos Embalados
04/01/2024;05/01/2024;Acqua center;agua leve prata 370ml;2,00;FD    ;29,40;0,00;0,00;58,80;Aguas e Chas
04/01/2024;05/01/2024;CASA DOS QUEIJOS;Brie Forma São Vicente;6,56;UN    ;60,91;0,00;0,00;399,81;Embalados
04/01/2024;05/01/2024;Acqua center;agua prata c gas 370;4,00;FD    ;29,40;0,00;0,00;117,60;Aguas e Chas
04/01/2024;08/01/2024;LATICINIOS PORTO ALEGRE IND E COM S/A;Queijo Minas Prod;7,09;KG    ;28,39;0,00;0,00;201,14;Granel
04/01/2024;05/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Molho shoyo;3,00;UN    ;6,71;0,00;0,00;20,13;Secos
04/01/2024;05/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Caldo delicias do ma;3,00;UN    ;15,29;0,00;0,00;45,87;Secos
04/01/2024;05/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Caldo de galinha;4,00;UN    ;14,98;0,00;0,00;59,92;Secos
04/01/2024;05/01/2024;RIO QUALITY COMERCIO DE ALIMENTOS LTDA;Creme de cebola;1,00;KG    ;18,52;0,00;0,00;18,52;Secos
04/01/2024;05/01/2024;J.ARAUJO DISTR.IMPOR.E EXPORTACAO S.A.;Massa penne semola;29,00;UN    ;7,04;0,00;0,00;204,15;Secos
05/01/2024;06/01/2024;BRF S.A.;Peito de Peru Sadia;11,20;KG    ;38,85;0,00;0,00;435,12;Granel
05/01/2024;06/01/2024;BRF S.A.;Presunto royale kg;23,87;KG    ;53,09;0,00;0,00;1.267,26;Granel
05/01/2024;06/01/2024;Hortifruti Genesis Ltda;Abobrinha italiana;3,00;KG    ;4,50;0,00;0,00;13,50;Hortifruti
05/01/2024;06/01/2024;UMEHARA ALIMENTOS LTDA;Abobrinha italiana;8,00;KG    ;2,95;0,00;0,00;23,60;Hortifruti
05/01/2024;06/01/2024;Hortifruti Genesis Ltda;Rucula;3,00;MC    ;2,50;0,00;0,00;7,50;Hortifruti
05/01/2024;06/01/2024;UMEHARA ALIMENTOS LTDA;Hortela;1,00;MC    ;1,45;0,00;0,00;1,45;Hortifruti
05/01/2024;06/01/2024;Hortifruti Genesis Ltda;Manjericao;2,00;MC    ;2,70;0,00;0,00;5,40;Hortifruti
05/01/2024;06/01/2024;Hortifruti Genesis Ltda;Louro;4,00;MC    ;2,50;0,00;0,00;10,00;Hortifruti
05/01/2024;06/01/2024;Hortifruti Genesis Ltda;Couve flor;10,00;UN    ;8,20;0,00;0,00;82,00;Hortifruti
05/01/2024;06/01/2024;UMEHARA ALIMENTOS LTDA;Ovo Branco Extra;1,00;CX    ;125,00;0,00;0,00;125,00;Hortifruti
05/01/2024;09/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Choc BatonGar creme;1,00;CX    ;33,72;0,00;0,00;33,72;Balas e doces
05/01/2024;06/01/2024;UMEHARA ALIMENTOS LTDA;Berinjela;8,00;KG    ;3,00;0,00;0,00;24,00;Hortifruti
05/01/2024;06/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;8,00;KG    ;8,00;0,00;0,00;64,00;Hortifruti
05/01/2024;06/01/2024;UMEHARA ALIMENTOS LTDA;Cenoura;3,00;KG    ;8,00;0,00;0,00;24,00;Hortifruti
05/01/2024;06/01/2024;Hortifruti Genesis Ltda;Mandioca;4,00;KG    ;3,99;0,00;0,00;15,96;Hortifruti
05/01/2024;06/01/2024;UMEHARA ALIMENTOS LTDA;Limao taiti;2,00;SC    ;2,99;0,00;0,00;5,98;Hortifruti
05/01/2024;06/01/2024;UMEHARA ALIMENTOS LTDA;Tomate salada;2,00;KG    ;8,50;0,00;0,00;17,00;Hortifruti
05/01/2024;06/01/2024;UMEHARA ALIMENTOS LTDA;Abacaxi;5,00;UN    ;10,50;0,00;0,00;52,50;Hortifruti
05/01/2024;08/01/2024;EMULZINT ADITIVOS ALIMENTICIOS IND. COM.;Geleia de brilho;10,00;KG    ;16,04;0,00;0,00;160,40;Secos
05/01/2024;09/01/2024;Supermercados unidos (pai da luiza);Sal refinado;5,00;FD    ;1,82;0,00;0,00;9,11;Secos
05/01/2024;09/01/2024;Supermercados unidos (pai da luiza);Carne seca;5,00;KG    ;27,50;0,00;0,00;137,50;Proteinas
05/01/2024;06/01/2024;BRF S.A.;Bacon manta;12,00;KG    ;20,76;0,00;0,00;249,12;Proteinas
05/01/2024;06/01/2024;UMEHARA ALIMENTOS LTDA;Morango;4,00;CX    ;50,00;0,00;0,00;200,00;Hortifruti
05/01/2024;06/01/2024;SELLPACK DISTRIBUIDORA LTDA;Papel aluminio;6,00;CX    ;51,49;0,00;0,00;308,94;Embalagens
05/01/2024;05/01/2024;Higiex Rio Produtos e Servicos Eireli ME;Papel toalha;2,00;CX    ;196,72;0,00;0,00;393,44;Descartaveis
05/01/2024;05/01/2024;S. S. P. ALONSO COM. ATAC. DE DESCART.;Papel toalha;4,00;CX    ;201,71;0,00;0,00;806,84;Descartaveis
05/01/2024;05/01/2024;REZENDE E KONCIKOSKI COMERCIO ATACADISTA;Lagarto redondo;27,85;KG    ;25,30;0,00;0,00;704,61;Proteinas
05/01/2024;06/01/2024;BRF S.A.;Linguica calabresa;20,00;CX    ;21,35;0,00;0,00;427,00;Proteinas
05/01/2024;09/01/2024;Supermercados unidos (pai da luiza);Leite em po;5,00;UN    ;10,38;0,00;0,00;51,88;Secos
05/01/2024;10/01/2024;GONCALVES SALLES SA INDUSTRIA E COMERCIO;Cafe Aviação tor e moi 500;20,00;CX    ;17,10;0,00;0,00;342,00;Diversos
05/01/2024;09/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Choc talento amendoas e passas;1,00;CX    ;77,17;0,00;0,00;77,17;Balas e doces
05/01/2024;09/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Choc talento avelas 85g;1,00;CX    ;77,17;0,00;0,00;77,17;Balas e doces
05/01/2024;09/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Choc talento cereais e passas ;1,00;CX    ;77,17;0,00;0,00;77,17;Balas e doces
05/01/2024;05/01/2024;F A S P ALONSO COM. ATAC.DE MAT. DE LIMP;Saboneteira 800ml;1,00;UN    ;175,68;0,00;0,00;175,68;Equipamentos
05/01/2024;06/01/2024;ILAN YEHUDA ARTIGOS ALIMENTICIOS;Pasta Hummus Cebola 250g;4,00;UN    ;16,00;0,00;0,00;64,00;Diversos
05/01/2024;10/01/2024;LATICINIOS COALHADAS LTDA.;Queijo Minas meia cura coalhad;3,50;KG    ;54,00;0,00;0,00;189,00;Embalados
05/01/2024;10/01/2024;GONCALVES SALLES SA INDUSTRIA E COMERCIO;Café torrado extra forte Aviac;20,00;UN    ;17,10;0,00;0,00;342,00;Cafés e chás
05/01/2024;09/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Paçoquita orig. quadrada 18gr;1,00;CX    ;12,50;0,00;0,00;12,50;Balas e doces
05/01/2024;10/01/2024;LATICINIOS COALHADAS LTDA.;Queijo Minas Padrao Coalhadas;5,00;KG    ;50,00;0,00;0,00;250,00;Granel
05/01/2024;06/01/2024;ILAN YEHUDA ARTIGOS ALIMENTICIOS;Pasta Babaganus 250g;4,00;UN    ;16,00;0,00;0,00;64,00;Diversos
05/01/2024;06/01/2024;ILAN YEHUDA ARTIGOS ALIMENTICIOS;Pasta Hummus 250g;15,00;UN    ;16,00;0,00;0,00;240,00;Diversos
05/01/2024;06/01/2024;ILAN YEHUDA ARTIGOS ALIMENTICIOS;Pasta Labane 250g;8,00;UN    ;16,00;0,00;0,00;128,00;Diversos
05/01/2024;10/01/2024;GONCALVES SALLES S.A. IND. E COMERCIO;Doce Leite 400g Avia;24,00;UN    ;7,93;0,00;0,00;190,32;Geleias e conservas
05/01/2024;10/01/2024;GONCALVES SALLES S.A. IND. E COMERCIO;Mant Com Sal Aviac;24,00;UN    ;9,55;0,00;0,00;229,20;Laticinos
05/01/2024;10/01/2024;GONCALVES SALLES S.A. IND. E COMERCIO;Mant Com Sal Ext Av;72,00;CX    ;9,04;0,00;0,00;650,88;Laticinos
05/01/2024;10/01/2024;GONCALVES SALLES S.A. IND. E COMERCIO;Mant Com Sal Ext Av;72,00;UN    ;9,33;0,00;0,00;671,76;Laticinos
05/01/2024;10/01/2024;GONCALVES SALLES S.A. IND. E COMERCIO;Requeijao Ligh Aviac;24,00;UN    ;9,54;0,00;0,00;228,96;Laticinos
05/01/2024;08/01/2024;EMULZINT ADITIVOS ALIMENTICIOS IND. COM.;Mistura Multigrao Li;10,00;KG    ;19,67;0,00;0,00;196,70;Secos
05/01/2024;09/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Bananinho Org Tachao;1,00;CX    ;42,06;0,00;0,00;42,06;Balas e doces
05/01/2024;09/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Bananinha Tachao zer;1,00;CX    ;54,63;0,00;0,00;54,63;Balas e doces
05/01/2024;09/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Choc Twix Triplo 40g;1,00;CX    ;46,44;0,00;0,00;46,44;Balas e doces
05/01/2024;09/01/2024;MA - KAYROS DIST. DE ALIM.E BEBIDAS LTDA;Choc Baton Garoto 16;1,00;CX    ;33,75;0,00;0,00;33,75;Balas e doces
05/01/2024;06/01/2024;Agropart Agricola e Pecuaria Ltda ME;Muçarela bufala gra;6,00;KG    ;46,90;0,00;0,00;281,40;Granel
05/01/2024;06/01/2024;Agropart Agricola e Pecuaria Ltda ME;Muçarela bufala gra;2,00;BD    ;46,90;0,00;0,00;93,80;Granel
05/01/2024;06/01/2024;SELLPACK DISTRIBUIDORA LTDA;Filme PVC;2,00;UN    ;114,00;0,00;0,00;228,00;Higiena e Limpeza
05/01/2024;06/01/2024;SELLPACK DISTRIBUIDORA LTDA;Bobina pic 40x60;4,00;UN    ;69,62;0,00;0,00;278,48;Descartaveis
05/01/2024;09/01/2024;Supermercados unidos (pai da luiza);Vinagre balsamico;1,00;UN    ;42,00;0,00;0,00;42,00;Secos
